Diagnóstico principal (CIE10MC),Total Nacional,Comunidades y Ciudades Autónomas,Total
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Castilla y león,870
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Castilla - la mancha,424
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Cataluña,2443
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Comunitat valenciana,871
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Extremadura,194
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Galicia,1699
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,"Madrid, comunidad de",1669
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,"Murcia, región de",828
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,"Navarra, comunidad foral de",183
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,País vasco,514
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,"Rioja, la",132
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Ceuta,28
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",TOTAL NACIONAL,Melilla,1
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Andalucía,24714
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Aragón,6760
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,"Asturias, principado de",5907
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,"Balears, illes",7509
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Canarias,15007
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Cantabria,2234
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Castilla y león,13498
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Castilla - la mancha,6877
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Cataluña,93145
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Comunitat valenciana,15188
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Extremadura,3782
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Galicia,14038
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,"Madrid, comunidad de",32561
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,"Murcia, región de",7821
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,"Navarra, comunidad foral de",2414
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,País vasco,7491
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,"Rioja, la",2805
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Ceuta,224
1203 Otras enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),TOTAL NACIONAL,Melilla,204
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Andalucía,193771
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Aragón,63803
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,"Asturias, principado de",52881
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,"Balears, illes",45859
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Canarias,66142
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Cantabria,21203
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Castilla y león,100408
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Castilla - la mancha,56887
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Cataluña,490649
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Comunitat valenciana,132246
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Extremadura,34340
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Galicia,121357
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,"Madrid, comunidad de",249793
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,"Murcia, región de",52915
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,"Navarra, comunidad foral de",31940
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,País vasco,96023
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,"Rioja, la",12124
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Ceuta,1794
1300 ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO M00-M99,TOTAL NACIONAL,Melilla,1597
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Andalucía,16985
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Aragón,4301
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,"Asturias, principado de",7720
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,"Balears, illes",3764
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Canarias,6000
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Cantabria,4516
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Castilla y león,13590
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Castilla - la mancha,4658
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Cataluña,40706
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Comunitat valenciana,12628
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Extremadura,2476
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Galicia,18679
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,"Madrid, comunidad de",21574
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,"Murcia, región de",3504
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,"Navarra, comunidad foral de",4916
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,País vasco,15660
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,"Rioja, la",1527
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Ceuta,83
1301 Coxartrosis [artrosis de la cadera] M16,TOTAL NACIONAL,Melilla,114
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Andalucía,40484
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Aragón,7640
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,"Asturias, principado de",9211
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,"Balears, illes",6853
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Canarias,13572
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Cantabria,4940
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Castilla y león,17273
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Castilla - la mancha,11300
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Cataluña,86568
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Comunitat valenciana,24142
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Extremadura,8059
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Galicia,30075
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,"Madrid, comunidad de",42612
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,"Murcia, región de",9674
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,"Navarra, comunidad foral de",5583
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,País vasco,19753
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,"Rioja, la",2240
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Ceuta,181
1302 Gonartrosis [artrosis de la rodilla] M17,TOTAL NACIONAL,Melilla,328
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Andalucía,5311
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Aragón,2421
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,"Asturias, principado de",1090
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,"Balears, illes",1328
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Canarias,1846
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Cantabria,399
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Castilla y león,3814
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Castilla - la mancha,1680
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Cataluña,7401
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Comunitat valenciana,4516
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Extremadura,1134
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Galicia,3040
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,"Madrid, comunidad de",6470
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,"Murcia, región de",1628
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,"Navarra, comunidad foral de",758
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,País vasco,2086
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,"Rioja, la",323
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Ceuta,98
1303 Trastorno interno de rodilla M23,TOTAL NACIONAL,Melilla,67
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Andalucía,24583
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Aragón,6626
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,"Asturias, principado de",7059
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,"Balears, illes",5347
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Canarias,7464
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Cantabria,3016
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Castilla y león,16371
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Castilla - la mancha,5790
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Cataluña,73870
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Comunitat valenciana,16254
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Extremadura,3914
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Galicia,12419
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,"Madrid, comunidad de",25385
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,"Murcia, región de",6906
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,"Navarra, comunidad foral de",3408
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,País vasco,10660
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,"Rioja, la",1591
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Ceuta,213
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",TOTAL NACIONAL,Melilla,167
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Andalucía,8778
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Aragón,1871
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,"Asturias, principado de",1450
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,"Balears, illes",1585
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Canarias,2449
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Cantabria,1034
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Castilla y león,3669
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Castilla - la mancha,1761
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Cataluña,11095
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Comunitat valenciana,4722
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Extremadura,1423
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Galicia,5406
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,"Madrid, comunidad de",8865
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,"Murcia, región de",2222
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,"Navarra, comunidad foral de",1322
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,País vasco,2615
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,"Rioja, la",580
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Ceuta,71
1305 Trastornos sistémicos del tejido conectivo M30-M36,TOTAL NACIONAL,Melilla,124
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Andalucía,22838
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Aragón,6589
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,"Asturias, principado de",3755
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,"Balears, illes",5876
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Canarias,8913
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Cantabria,1342
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Castilla y león,10966
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Castilla - la mancha,7457
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Cataluña,49674
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Comunitat valenciana,16284
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Extremadura,3754
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Galicia,12283
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,"Madrid, comunidad de",31343
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,"Murcia, región de",4323
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,"Navarra, comunidad foral de",3237
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,País vasco,9175
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,"Rioja, la",701
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Ceuta,351
1306 Dorsopatías deformantes y espondilopatías M40-M49,TOTAL NACIONAL,Melilla,167
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Andalucía,20770
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Aragón,9083
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,"Asturias, principado de",4630
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,"Balears, illes",5462
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Canarias,6588
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Cantabria,1025
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Castilla y león,8616
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Castilla - la mancha,6395
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Cataluña,33027
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Comunitat valenciana,12175
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Extremadura,3450
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Galicia,8905
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,"Madrid, comunidad de",23668
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,"Murcia, región de",6641
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,"Navarra, comunidad foral de",2939
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,País vasco,7050
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,"Rioja, la",1011
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Ceuta,258
1307 Trastorno del disco intervertebral M50-M51,TOTAL NACIONAL,Melilla,274
1308 Dorsalgia M54,TOTAL NACIONAL,Andalucía,6166
1308 Dorsalgia M54,TOTAL NACIONAL,Aragón,2637
1308 Dorsalgia M54,TOTAL NACIONAL,"Asturias, principado de",2705
1308 Dorsalgia M54,TOTAL NACIONAL,"Balears, illes",2841
1308 Dorsalgia M54,TOTAL NACIONAL,Canarias,2000
1308 Dorsalgia M54,TOTAL NACIONAL,Cantabria,311
1308 Dorsalgia M54,TOTAL NACIONAL,Castilla y león,4932
1308 Dorsalgia M54,TOTAL NACIONAL,Castilla - la mancha,1528
1308 Dorsalgia M54,TOTAL NACIONAL,Cataluña,21852
1308 Dorsalgia M54,TOTAL NACIONAL,Comunitat valenciana,5832
1308 Dorsalgia M54,TOTAL NACIONAL,Extremadura,1097
1308 Dorsalgia M54,TOTAL NACIONAL,Galicia,2245
1308 Dorsalgia M54,TOTAL NACIONAL,"Madrid, comunidad de",4549
1308 Dorsalgia M54,TOTAL NACIONAL,"Murcia, región de",3940
1308 Dorsalgia M54,TOTAL NACIONAL,"Navarra, comunidad foral de",1869
1308 Dorsalgia M54,TOTAL NACIONAL,País vasco,5372
1308 Dorsalgia M54,TOTAL NACIONAL,"Rioja, la",577
1308 Dorsalgia M54,TOTAL NACIONAL,Ceuta,37
1308 Dorsalgia M54,TOTAL NACIONAL,Melilla,39
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Andalucía,16658
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Aragón,8619
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,"Asturias, principado de",4969
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,"Balears, illes",4224
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Canarias,7761
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Cantabria,1510
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Castilla y león,9125
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Castilla - la mancha,4984
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Cataluña,80424
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Comunitat valenciana,13340
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Extremadura,2833
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Galicia,10347
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,"Madrid, comunidad de",30277
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,"Murcia, región de",5109
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,"Navarra, comunidad foral de",2809
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,País vasco,8194
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,"Rioja, la",937
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Ceuta,170
1309 Trastornos de los tejidos blandos M60-M79,TOTAL NACIONAL,Melilla,158
"1310 Otras enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",TOTAL NACIONAL,Andalucía,31200
"1310 Otras enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",TOTAL NACIONAL,Aragón,14016
"1310 Otras enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",TOTAL NACIONAL,"Asturias, principado de",10293
"1310 Otras enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",TOTAL NACIONAL,"Balears, illes",8579
"1310 Otras enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",TOTAL NACIONAL,Canarias,9549
